ingredient_id,ingredient_name,Calcium,Calories,Carbohydrates,Fat,Fiber,Iron,Potassium,Saturated Fat,Sodium,Sugar,Vitamin D
32,American cheese,11972.0,0.0,0.0,932.48,0.0,8.87,3794.0,745.92,37420.0,0.0,0.0
33,American pasteurized prepared cheese product with added vitamin D sliced individually wrapped,6355.0,0.0,0.0,89.37,0.0,5.92,862.5,69.71,5730.0,0.0,25.27
34,American pasteurized process cheese food sliced individually wrapped,3320.0,0.0,0.0,54.370000000000005,0.0,3.03,427.0,42.61,2850.0,0.0,0.0
35,American pasteurized process cheese food with added vitamin D sliced individually wrapped,1600.0,0.0,0.0,22.44,0.0,1.47,180.0,16.96,1480.0,0.0,10.1
36,American pasteurized process cheese product sliced individually wrapped,708.0,0.0,0.0,24.7,0.0,0.0,225.0,19.38,1300.0,0.0,0.0
37,Apple juice with added vitamin C from concentrate shelf stable,7.099,48.3763,11.3639625,0.2863,0.0,0.04016,95.87,0.0,4.872,0.0,0.0
38,Apples fuji with skin raw,11.975,129.6609,31.3511625,0.3225,4.175000000000001,0.035,207.8,0.0,2.013,13.33,0.0
39,Apples gala with skin raw,13.639,121.9536,29.5680875,0.3,4.209,0.12013,211.9,0.0,0.2788,11.83,0.0
40,Apples granny smith with skin raw,10.483,117.8719,28.342975,0.2775,5.013999999999999,0.13963,231.9,0.0,0.0,10.65,0.0
41,Apples honeycrisp with skin raw,7.874,120.034,29.3819375,0.2,3.4210000000000003,0.0,196.04,0.0,0.1375,12.37,0.0
42,Apples red delicious with skin raw,9.656,123.7893,29.5817,0.4225,4.043,0.0,190.31,0.0,0.0,12.22,0.0
43,Applesauce unsweetened with added vitamin C,7.642,103.205,24.523125,0.325,0.0,0.0895,215.4,0.0,1.0076,0.0,0.0
44,BANANAS OVERRIPE,0.0,0.0,0.0,2.68,31.16,0.0,0.0,0.0,0.0,0.0,0.0
45,BANANAS OVERRIPE MEDIUM SIZE,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
46,BANANAS RIPE,56.0,0.0,0.0,2.62,47.38,0.0,3906.0,0.0,0.0,0.0,0.0
47,BANANAS RIPE MEDIUM SIZE,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
48,BANANAS SLIGHTLY RIPE,0.0,0.0,0.0,4.42,56.260000000000005,0.0,0.0,0.0,0.0,0.0,0.0
49,BANANAS SLIGHTLY RIPE MEDIUM SIZE,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
50,BEEF BREAKFAST SAUSAGE BANQUET BROWN N SERVE SAUSAGE LINKS,91.0,0.0,0.0,85.8,0.0,5.68,658.0,0.0,2370.0,0.0,0.0
51,BEEF BREAKFAST SAUSAGE BANQUET BROWN N SERVE SAUSAGE LINKS MAPLE FLAVOR,96.0,0.0,0.0,32.5,0.0,1.38,219.0,0.0,784.0,0.0,0.0
52,BEEF BREAKFAST SAUSAGE ECKRICH SAUSAGE LINKS,22.0,0.0,0.0,82.1,0.0,2.26,702.0,0.0,2040.0,0.0,0.0
53,BUTTER STICK SALTED,270.0,0.0,0.0,0.0,0.0,0.79,300.0,844.27,6810.0,0.0,5.2
54,BUTTER STICK UNSALTED,97.0,0.0,0.0,0.0,0.0,0.22,134.0,0.0,68.0,0.0,0.0
55,Bacon,615.0,0.0,0.0,1578.03,0.0,62.61,25809.0,1451.64,86780.0,0.0,0.0
56,Bacon cooked,151.0,0.0,0.0,728.87,0.0,13.22,6581.0,888.19,19620.0,0.0,0.0
57,Bacon; cooked,157.0,0.0,0.0,219.8,0.0,12.37,6010.0,0.0,19770.0,0.0,0.0
58,Bananas overripe raw,0.0,85.0,40.2,0.44,7.439999999999999,0.0,0.0,0.0,0.0,0.0,0.0
59,Bananas ripe and slightly ripe raw,10.0,98.0,46.0,0.58,12.64,0.0,652.0,0.0,0.0,0.0,0.0
60,Bartlett Pears Pass 2 Freeze Dried Regions 1 & 4 n/a Yes - Fiber NFY0108TR,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
61,Bartlett Pears Pass 2 Freeze Dried Regions 2 & 3 n/a Yes - Fiber NFY0108TX,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
62,Beans snap canned drained,427.0,0.0,0.0,0.0,0.0,9.36,1159.0,0.0,3378.0,0.0,0.0
63,Beans Dry Black (0% moisture),382.0,0.0,0.0,2.9,8.4,10.68,3080.0,0.0,0.0,0.0,0.0
64,Beans Dry Black 11F-8000 (0% moisture),165.0,0.0,0.0,1.45,4.1,7.84,1700.0,0.0,0.0,0.0,0.0
65,Beans Dry Black 11F-8002 (0% moisture),224.0,0.0,0.0,1.35,4.6,8.29,1590.0,0.0,0.0,0.0,0.0
66,Beans Dry Black 11F-8003 (0% moisture),194.0,0.0,0.0,1.67,4.6,6.96,1490.0,0.0,0.0,0.0,0.0
67,Beans Dry Black 11F-8013 (0% moisture),166.0,0.0,0.0,1.11,4.5,7.98,1580.0,0.0,0.0,0.0,0.0
68,Beans Dry Black 11F-8015 (0% moisture),189.0,0.0,0.0,1.46,4.6,7.36,1510.0,0.0,0.0,0.0,0.0
69,Beans Dry Black 11F-8016 (0% moisture),187.0,0.0,0.0,1.55,4.6,6.68,1470.0,0.0,0.0,0.0,0.0
70,Beans Dry Black 11F-8020 (0% moisture),228.0,0.0,0.0,1.11,4.3,7.77,1480.0,0.0,0.0,0.0,0.0
71,Beans Dry Black 11F-8023 (0% moisture),169.0,0.0,0.0,1.32,4.3,7.13,1600.0,0.0,0.0,0.0,0.0
72,Beans Dry Black 11F-8029 (0% moisture),215.0,0.0,0.0,1.75,4.6,8.06,1590.0,0.0,0.0,0.0,0.0
73,Beans Dry Black 11F-8036 (0% moisture),160.0,0.0,0.0,1.07,4.1,7.08,1420.0,0.0,0.0,0.0,0.0
74,Beans Dry Black 11F-8039 (0% moisture),199.0,0.0,0.0,1.28,4.2,7.95,1450.0,0.0,0.0,0.0,0.0
75,Beans Dry Black 11F-8044 (0% moisture),197.0,0.0,0.0,1.49,4.4,7.17,1380.0,0.0,0.0,0.0,0.0
76,Beans Dry Black 11F-8045 (0% moisture),129.0,0.0,0.0,1.62,4.4,7.81,1410.0,0.0,0.0,0.0,0.0
77,Beans Dry Black 11F-8046 (0% moisture),184.0,0.0,0.0,1.23,4.2,6.91,1360.0,0.0,0.0,0.0,0.0
78,Beans Dry Black 11F-8062 (0% moisture),200.0,0.0,0.0,1.29,4.7,8.4,1550.0,0.0,0.0,0.0,0.0
79,Beans Dry Black 11F-8112 (0% moisture),183.0,0.0,0.0,1.33,4.4,6.46,1520.0,0.0,0.0,0.0,0.0
80,Beans Dry Black 11F-8116 (0% moisture),179.0,0.0,0.0,1.15,4.2,7.37,1610.0,0.0,0.0,0.0,0.0
81,Beans Dry Black 11F-8117 (0% moisture),207.0,0.0,0.0,1.28,4.3,7.66,1460.0,0.0,0.0,0.0,0.0
82,Beans Dry Black 11F-8119 (0% moisture),204.0,0.0,0.0,1.37,4.2,7.72,1670.0,0.0,0.0,0.0,0.0
83,Beans Dry Black 11F-8122 (0% moisture),176.0,0.0,0.0,1.08,4.3,6.71,1520.0,0.0,0.0,0.0,0.0
84,Beans Dry Black 11F-8123 (0% moisture),186.0,0.0,0.0,1.44,4.2,6.64,1460.0,0.0,0.0,0.0,0.0
85,Beans Dry Black 11F-8129 (0% moisture),159.0,0.0,0.0,0.96,4.5,6.87,1490.0,0.0,0.0,0.0,0.0
86,Beans Dry Black 11F-8135 (0% moisture),239.0,0.0,0.0,1.06,4.5,8.7,1530.0,0.0,0.0,0.0,0.0
87,Beans Dry Black 11F-8140 (0% moisture),236.0,0.0,0.0,1.14,4.8,8.03,1500.0,0.0,0.0,0.0,0.0
88,Beans Dry Black 11F-8146 (0% moisture),200.0,0.0,0.0,1.05,4.8,7.26,1490.0,0.0,0.0,0.0,0.0
89,Beans Dry Black 11F-8150 (0% moisture),209.0,0.0,0.0,1.12,4.4,7.59,1550.0,0.0,0.0,0.0,0.0
90,Beans Dry Black 11F-8158 (0% moisture),196.0,0.0,0.0,0.97,4.2,7.66,1460.0,0.0,0.0,0.0,0.0
91,Beans Dry Black 11F-8168 (0% moisture),175.0,0.0,0.0,1.04,4.1,7.14,1640.0,0.0,0.0,0.0,0.0
92,Beans Dry Black 11F-8177 (0% moisture),178.0,0.0,0.0,0.92,4.1,9.11,1560.0,0.0,0.0,0.0,0.0
93,Beans Dry Black 11F-8180 (0% moisture),179.0,0.0,0.0,1.54,4.6,7.74,1550.0,0.0,0.0,0.0,0.0
94,Beans Dry Black 214 (0% moisture),204.0,0.0,0.0,1.76,4.4,5.03,1620.0,0.0,0.0,0.0,0.0
95,Beans Dry Black 215 (0% moisture),241.0,0.0,0.0,2.0,4.0,5.19,1560.0,0.0,0.0,0.0,0.0
96,Beans Dry Black 219 (0% moisture),197.0,0.0,0.0,1.64,4.1,4.94,1640.0,0.0,0.0,0.0,0.0
97,Beans Dry Black 221 (0% moisture),168.0,0.0,0.0,1.68,4.1,5.0,1620.0,0.0,0.0,0.0,0.0
98,Beans Dry Black 222 (0% moisture),190.0,0.0,0.0,1.75,4.1,4.94,1540.0,0.0,0.0,0.0,0.0
99,Beans Dry Black 223 (0% moisture),268.0,0.0,0.0,1.78,4.1,4.32,1530.0,0.0,0.0,0.0,0.0
100,Beans Dry Black 225 (0% moisture),143.0,0.0,0.0,1.26,3.9,4.86,1400.0,0.0,0.0,0.0,0.0
101,Beans Dry Black 227 (0% moisture),186.0,0.0,0.0,1.6,4.1,4.6,1520.0,0.0,0.0,0.0,0.0
102,Beans Dry Black 232 (0% moisture),162.0,0.0,0.0,1.4,3.8,5.28,1540.0,0.0,0.0,0.0,0.0
103,Beans Dry Black 238 (0% moisture),216.0,0.0,0.0,1.49,4.2,4.68,1590.0,0.0,0.0,0.0,0.0
104,Beans Dry Black 244 (0% moisture),125.0,0.0,0.0,1.6,4.2,4.2,1570.0,0.0,0.0,0.0,0.0
105,Beans Dry Black 247 (0% moisture),160.0,0.0,0.0,1.26,4.1,4.19,1410.0,0.0,0.0,0.0,0.0
106,Beans Dry Black 248 (0% moisture),159.0,0.0,0.0,1.86,4.1,4.0,1500.0,0.0,0.0,0.0,0.0
107,Beans Dry Black 249 (0% moisture),250.0,0.0,0.0,1.62,4.0,5.8,1570.0,0.0,0.0,0.0,0.0
108,Beans Dry Black 250 (0% moisture),153.0,0.0,0.0,1.55,4.0,4.01,1500.0,0.0,0.0,0.0,0.0
109,Beans Dry Black 251 (0% moisture),264.0,0.0,0.0,1.74,4.3,5.25,1560.0,0.0,0.0,0.0,0.0
110,Beans Dry Black 254 (0% moisture),185.0,0.0,0.0,1.55,4.1,4.94,1660.0,0.0,0.0,0.0,0.0
111,Beans Dry Black 258 (0% moisture),180.0,0.0,0.0,1.71,4.2,4.38,1510.0,0.0,0.0,0.0,0.0
112,Beans Dry Black 259 (0% moisture),201.0,0.0,0.0,1.72,4.2,3.75,1630.0,0.0,0.0,0.0,0.0
113,Beans Dry Black 263 (0% moisture),185.0,0.0,0.0,1.45,4.4,4.25,1550.0,0.0,0.0,0.0,0.0
114,Beans Dry Black 266 (0% moisture),234.0,0.0,0.0,1.41,4.2,4.88,1620.0,0.0,0.0,0.0,0.0
115,Beans Dry Black 267 (0% moisture),188.0,0.0,0.0,1.43,4.1,4.45,1600.0,0.0,0.0,0.0,0.0
116,Beans Dry Black 269 (0% moisture),165.0,0.0,0.0,1.53,4.2,3.72,1520.0,0.0,0.0,0.0,0.0
117,Beans Dry Black 271 (0% moisture),243.0,0.0,0.0,1.44,3.9,4.67,1500.0,0.0,0.0,0.0,0.0
118,Beans Dry Black 273 (0% moisture),172.0,0.0,0.0,1.64,4.3,4.38,1580.0,0.0,0.0,0.0,0.0
119,Beans Dry Black 274 (0% moisture),208.0,0.0,0.0,1.33,4.0,4.42,1590.0,0.0,0.0,0.0,0.0
120,Beans Dry Black 276 (0% moisture),183.0,0.0,0.0,1.54,4.1,4.14,1550.0,0.0,0.0,0.0,0.0
121,Beans Dry Black 278 (0% moisture),238.0,0.0,0.0,1.68,4.3,5.88,1630.0,0.0,0.0,0.0,0.0
122,Beans Dry Black 282 (0% moisture),223.0,0.0,0.0,1.44,4.1,3.98,1570.0,0.0,0.0,0.0,0.0
123,Beans Dry Black 286 (0% moisture),271.0,0.0,0.0,1.46,4.1,4.7,1450.0,0.0,0.0,0.0,0.0
124,Beans Dry Black 288 (0% moisture),185.0,0.0,0.0,1.44,4.2,4.24,1540.0,0.0,0.0,0.0,0.0
125,Beans Dry Black 291 (0% moisture),252.0,0.0,0.0,1.78,4.1,5.78,1660.0,0.0,0.0,0.0,0.0
126,Beans Dry Black 296 (0% moisture),186.0,0.0,0.0,1.34,3.9,4.88,1530.0,0.0,0.0,0.0,0.0
127,Beans Dry Black 297 (0% moisture),214.0,0.0,0.0,1.53,4.2,4.66,1500.0,0.0,0.0,0.0,0.0
128,Beans Dry Black 298 (0% moisture),162.0,0.0,0.0,1.45,4.2,4.16,1650.0,0.0,0.0,0.0,0.0
129,Beans Dry Black 301 (0% moisture),212.0,0.0,0.0,1.01,4.1,4.12,1540.0,0.0,0.0,0.0,0.0
130,Beans Dry Black 303 (0% moisture),210.0,0.0,0.0,1.57,4.0,3.51,1570.0,0.0,0.0,0.0,0.0
131,Beans Dry Black 304 (0% moisture),203.0,0.0,0.0,1.92,4.1,5.52,1620.0,0.0,0.0,0.0,0.0
132,Beans Dry Black 305 (0% moisture),188.0,0.0,0.0,1.96,4.2,5.62,1650.0,0.0,0.0,0.0,0.0
133,Beans Dry Black 310 (0% moisture),230.0,0.0,0.0,2.01,4.2,4.95,1730.0,0.0,0.0,0.0,0.0
134,Beans Dry Black 314 (0% moisture),131.0,0.0,0.0,1.57,4.2,4.8,1660.0,0.0,0.0,0.0,0.0
135,Beans Dry Black 317 (0% moisture),130.0,0.0,0.0,0.98,3.9,4.61,1430.0,0.0,0.0,0.0,0.0
136,Beans Dry Black 318 (0% moisture),199.0,0.0,0.0,1.58,4.2,4.77,1560.0,0.0,0.0,0.0,0.0
137,Beans Dry Black 331 (0% moisture),167.0,0.0,0.0,1.32,3.9,5.59,1540.0,0.0,0.0,0.0,0.0
138,Beans Dry Black 348 (0% moisture),148.0,0.0,0.0,1.05,4.0,5.56,1620.0,0.0,0.0,0.0,0.0
139,Beans Dry Black 395 (0% moisture),173.0,0.0,0.0,1.72,4.1,4.25,1490.0,0.0,0.0,0.0,0.0
140,Beans Dry Black 424 (0% moisture),201.0,0.0,0.0,1.49,4.1,4.94,1720.0,0.0,0.0,0.0,0.0
141,Beans Dry Black 472 (0% moisture),194.0,0.0,0.0,1.28,4.5,5.79,1590.0,0.0,0.0,0.0,0.0
142,Beans Dry Black 522 (0% moisture),230.0,0.0,0.0,1.79,4.1,4.18,1510.0,0.0,0.0,0.0,0.0
143,Beans Dry Black 526 (0% moisture),190.0,0.0,0.0,1.26,3.9,5.28,1480.0,0.0,0.0,0.0,0.0
144,Beans Dry Black 528 (0% moisture),223.0,0.0,0.0,1.42,4.0,4.9,1430.0,0.0,0.0,0.0,0.0
145,Beans Dry Black 529 (0% moisture),165.0,0.0,0.0,1.64,4.0,4.68,1440.0,0.0,0.0,0.0,0.0
146,Beans Dry Black 531 (0% moisture),126.0,0.0,0.0,1.57,4.1,4.63,1560.0,0.0,0.0,0.0,0.0
147,Beans Dry Black 533 (0% moisture),154.0,0.0,0.0,1.45,4.2,4.22,1580.0,0.0,0.0,0.0,0.0
148,Beans Dry Black 534 (0% moisture),133.0,0.0,0.0,1.41,4.0,4.54,1570.0,0.0,0.0,0.0,0.0
149,Beans Dry Black 536 (0% moisture),202.0,0.0,0.0,1.97,4.1,4.63,1530.0,0.0,0.0,0.0,0.0
150,Beans Dry Black 537 (0% moisture),215.0,0.0,0.0,1.69,4.3,4.16,1610.0,0.0,0.0,0.0,0.0
151,Beans Dry Black 542 (0% moisture),199.0,0.0,0.0,1.42,4.1,4.63,1550.0,0.0,0.0,0.0,0.0
152,Beans Dry Black 545 (0% moisture),229.0,0.0,0.0,1.38,3.8,5.37,1520.0,0.0,0.0,0.0,0.0
153,Beans Dry Black 547 (0% moisture),173.0,0.0,0.0,1.57,4.2,4.2,1410.0,0.0,0.0,0.0,0.0
154,Beans Dry Black 550 (0% moisture),232.0,0.0,0.0,1.31,4.1,4.74,1630.0,0.0,0.0,0.0,0.0
155,Beans Dry Black 552 (0% moisture),262.0,0.0,0.0,1.68,4.4,6.7,1650.0,0.0,0.0,0.0,0.0
156,Beans Dry Black 553 (0% moisture),168.0,0.0,0.0,1.7,4.1,5.34,1640.0,0.0,0.0,0.0,0.0
157,Beans Dry Black 562 (0% moisture),169.0,0.0,0.0,1.63,4.2,3.98,1180.0,0.0,0.0,0.0,0.0
158,Beans Dry Black 566 (0% moisture),142.0,0.0,0.0,1.45,4.2,3.22,1530.0,0.0,0.0,0.0,0.0
159,Beans Dry Black 569 (0% moisture),173.0,0.0,0.0,1.38,4.0,4.52,1570.0,0.0,0.0,0.0,0.0
160,Beans Dry Black 570 (0% moisture),149.0,0.0,0.0,1.28,4.4,4.44,1490.0,0.0,0.0,0.0,0.0
161,Beans Dry Black 572 (0% moisture),227.0,0.0,0.0,1.33,4.2,4.77,1640.0,0.0,0.0,0.0,0.0
162,Beans Dry Black 573 (0% moisture),120.0,0.0,0.0,1.14,3.9,4.71,1440.0,0.0,0.0,0.0,0.0
163,Beans Dry Black 574 (0% moisture),214.0,0.0,0.0,1.83,4.1,5.63,1580.0,0.0,0.0,0.0,0.0
164,Beans Dry Black 575 (0% moisture),260.0,0.0,0.0,0.93,4.1,4.7,1540.0,0.0,0.0,0.0,0.0
165,Beans Dry Black 580 (0% moisture),152.0,0.0,0.0,1.4,4.0,4.0,1570.0,0.0,0.0,0.0,0.0
166,Beans Dry Black 583 (0% moisture),168.0,0.0,0.0,1.44,4.2,4.22,1540.0,0.0,0.0,0.0,0.0
167,Beans Dry Black 590 (0% moisture),220.0,0.0,0.0,1.53,4.1,4.82,1570.0,0.0,0.0,0.0,0.0
168,Beans Dry Black 592 (0% moisture),256.0,0.0,0.0,1.57,4.3,5.46,1380.0,0.0,0.0,0.0,0.0
169,Beans Dry Black 596 (0% moisture),250.0,0.0,0.0,1.23,3.9,4.47,1280.0,0.0,0.0,0.0,0.0
170,Beans Dry Black 597 (0% moisture),187.0,0.0,0.0,1.28,4.1,3.64,1510.0,0.0,0.0,0.0,0.0
171,Beans Dry Black 600 (0% moisture),235.0,0.0,0.0,1.5,4.2,5.19,1420.0,0.0,0.0,0.0,0.0
172,Beans Dry Black 601 (0% moisture),173.0,0.0,0.0,1.91,4.2,5.12,1620.0,0.0,0.0,0.0,0.0
173,Beans Dry Black 602 (0% moisture),175.0,0.0,0.0,1.57,4.1,4.44,1640.0,0.0,0.0,0.0,0.0
174,Beans Dry Black 604 (0% moisture),130.0,0.0,0.0,1.51,4.4,4.36,1560.0,0.0,0.0,0.0,0.0
175,Beans Dry Black 607 (0% moisture),200.0,0.0,0.0,1.78,4.3,4.21,1480.0,0.0,0.0,0.0,0.0
176,Beans Dry Black 608 (0% moisture),191.0,0.0,0.0,1.68,4.2,3.66,1540.0,0.0,0.0,0.0,0.0
177,Beans Dry Black 610 (0% moisture),199.0,0.0,0.0,1.46,4.4,4.4,1690.0,0.0,0.0,0.0,0.0
178,Beans Dry Black 611 (0% moisture),218.0,0.0,0.0,1.18,4.3,4.79,1530.0,0.0,0.0,0.0,0.0
179,Beans Dry Black 615 (0% moisture),209.0,0.0,0.0,1.86,4.2,4.46,1500.0,0.0,0.0,0.0,0.0
180,Beans Dry Black 617 (0% moisture),205.0,0.0,0.0,1.41,4.0,3.97,1540.0,0.0,0.0,0.0,0.0
181,Beans Dry Black 619 (0% moisture),136.0,0.0,0.0,1.18,4.3,3.76,1470.0,0.0,0.0,0.0,0.0
182,Beans Dry Black 620 (0% moisture),193.0,0.0,0.0,1.47,4.1,4.29,1170.0,0.0,0.0,0.0,0.0
183,Beans Dry Black 624 (0% moisture),142.0,0.0,0.0,1.4,4.3,3.95,1630.0,0.0,0.0,0.0,0.0
184,Beans Dry Black 625 (0% moisture),133.0,0.0,0.0,0.96,4.0,4.94,1290.0,0.0,0.0,0.0,0.0
185,Beans Dry Black 707 (0% moisture),219.0,0.0,0.0,1.59,4.1,3.84,1500.0,0.0,0.0,0.0,0.0
186,Beans Dry Black 737 (0% moisture),133.0,0.0,0.0,1.08,4.1,4.65,1580.0,0.0,0.0,0.0,0.0
187,Beans Dry Black 745 (0% moisture),173.0,0.0,0.0,1.34,4.1,5.31,1570.0,0.0,0.0,0.0,0.0
188,Beans Dry Black 753 (0% moisture),200.0,0.0,0.0,1.31,4.4,5.96,1420.0,0.0,0.0,0.0,0.0
189,Beans Dry Black 767 (0% moisture),213.0,0.0,0.0,1.32,4.0,4.44,1620.0,0.0,0.0,0.0,0.0
190,Beans Dry Brown (0% moisture),316.0,0.0,0.0,2.24,8.2,9.4,3160.0,0.0,0.0,0.0,0.0
191,Beans Dry Brown 351 (0% moisture),160.0,0.0,0.0,1.11,4.1,4.63,1600.0,0.0,0.0,0.0,0.0
192,Beans Dry Brown 679 (0% moisture),157.0,0.0,0.0,1.12,4.1,4.77,1560.0,0.0,0.0,0.0,0.0
193,Beans Dry Carioca (0% moisture),388.0,0.0,0.0,2.88,9.0,11.74,2780.0,0.0,0.0,0.0,0.0
194,Beans Dry Carioca 11F-8001 (0% moisture),177.0,0.0,0.0,1.52,4.7,0.0,1620.0,0.0,0.0,0.0,0.0
195,Beans Dry Carioca 11F-8104 (0% moisture),204.0,0.0,0.0,1.33,4.4,7.74,1060.0,0.0,0.0,0.0,0.0
196,Beans Dry Carioca 217 (0% moisture),198.0,0.0,0.0,1.48,4.3,4.75,1500.0,0.0,0.0,0.0,0.0
197,Beans Dry Carioca 622 (0% moisture),195.0,0.0,0.0,1.43,4.4,5.1,1360.0,0.0,0.0,0.0,0.0
198,Beans Dry Cranberry (0% moisture),304.0,0.0,0.0,2.46,8.6,10.52,2680.0,0.0,0.0,0.0,0.0
199,Beans Dry Cranberry 11F-8022 (0% moisture),161.0,0.0,0.0,1.32,4.4,6.73,1350.0,0.0,0.0,0.0,0.0
200,Beans Dry Cranberry 11F-8131 (0% moisture),140.0,0.0,0.0,1.03,4.6,6.57,1420.0,0.0,0.0,0.0,0.0
201,Beans Dry Cranberry 378 (0% moisture),149.0,0.0,0.0,1.33,4.2,3.89,1440.0,0.0,0.0,0.0,0.0
202,Beans Dry Cranberry 750 (0% moisture),160.0,0.0,0.0,1.24,4.2,3.85,1150.0,0.0,0.0,0.0,0.0
203,Beans Dry Dark Red Kidney (0% moisture),196.0,0.0,0.0,2.62,8.6,13.16,2980.0,0.0,0.0,0.0,0.0
204,Beans Dry Dark Red Kidney 11F-8040 (0% moisture),94.0,0.0,0.0,1.27,4.2,6.75,1470.0,0.0,0.0,0.0,0.0
205,Beans Dry Dark Red Kidney 11F-8074 (0% moisture),98.0,0.0,0.0,1.45,4.2,6.93,1400.0,0.0,0.0,0.0,0.0
206,Beans Dry Dark Red Kidney 11F-8130 (0% moisture),103.0,0.0,0.0,1.4,4.5,6.07,1510.0,0.0,0.0,0.0,0.0
207,Beans Dry Dark Red Kidney 11F-8132 (0% moisture),99.0,0.0,0.0,1.12,4.3,6.58,1580.0,0.0,0.0,0.0,0.0
208,Beans Dry Flor de Mayo (0% moisture),360.0,0.0,0.0,1.72,8.0,8.94,2980.0,0.0,0.0,0.0,0.0
